Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
117,Sam Merrill,29,CLE,SG,24,15,25.8,4.5,9.6,.470,3.5,7.8,.455,1.0,1.8,.535,.654,1.3,1.4,.882,0.7,1.7,2.4,2.3,0.7,0.1,0.9,2.8,13.8,,merrisa01
118,Tim Hardaway Jr.,33,DEN,SG,45,5,27.2,4.5,10.1,.443,2.8,7.0,.392,1.7,3.1,.557,.579,2.0,2.2,.900,0.2,2.2,2.4,1.4,0.5,0.2,0.5,1.2,13.7,,hardati02
119,Jaylon Tyson,23,CLE,SG,42,27,27.8,5.2,10.1,.513,2.0,4.4,.462,3.1,5.7,.552,.614,1.3,1.7,.757,2.1,3.4,5.5,2.2,0.9,0.5,1.5,2.9,13.7,,tysonja01
120,Deandre Ayton,27,LAL,C,39,39,28.7,6.2,9.4,.662,0.0,0.0,,6.2,9.4,.662,.662,1.1,1.7,.632,2.5,6.2,8.7,0.8,0.7,1.0,1.5,2.4,13.6,,aytonde01
121,Zach Edey,23,MEM,C,11,11,25.8,5.6,8.9,.633,0.1,0.5,.200,5.5,8.5,.656,.638,2.3,2.9,.781,3.9,7.2,11.1,1.1,0.6,1.9,2.4,3.4,13.6,,edeyza01
122,Jarrett Allen,27,CLE,C,35,35,27.1,5.1,8.7,.590,0.0,0.2,.125,5.1,8.5,.603,.592,3.1,3.9,.775,2.2,5.7,7.9,1.9,1.0,0.8,1.5,1.9,13.4,,allenja01
123,Collin Gillespie,26,PHO,PG,45,26,28.3,4.7,10.6,.444,2.9,6.9,.424,1.8,3.7,.482,.582,1.1,1.3,.847,1.0,3.1,4.1,4.8,1.4,0.3,1.7,1.5,13.4,,gilleco01
124,Keldon Johnson,26,SAS,SF,45,0,24.0,5.1,9.1,.556,1.2,3.1,.406,3.8,6.0,.632,.624,2.1,2.6,.788,1.9,4.1,6.0,1.3,0.7,0.1,0.9,1.9,13.4,,johnske04
125,Max Christie,22,DAL,SG,42,33,29.4,4.5,9.4,.483,2.6,5.8,.455,1.9,3.6,.530,.623,1.6,1.9,.863,0.2,3.2,3.5,2.2,0.5,0.3,1.1,1.5,13.3,,chrisma02
126,Quentin Grimes,25,PHI,SG,42,7,30.6,4.2,9.8,.432,2.0,5.7,.347,2.3,4.1,.549,.533,2.8,3.3,.861,0.6,3.2,3.9,3.7,1.0,0.5,2.0,2.0,13.3,,grimequ01
127,Tobias Harris,33,DET,PF,28,28,27.4,4.9,10.7,.455,1.3,4.0,.327,3.5,6.6,.532,.517,2.2,2.6,.849,1.0,3.6,4.5,2.4,0.8,0.3,1.1,2.0,13.3,,harrito02
128,Aaron Nesmith,26,IND,SF,25,22,30.4,4.4,12.2,.359,2.4,6.9,.349,2.0,5.3,.371,.457,2.2,2.7,.806,1.5,3.6,5.2,2.2,0.7,0.6,1.4,2.8,13.3,,nesmiaa01
129,John Collins,28,LAC,PF,41,32,27.5,5.1,9.2,.559,1.4,3.2,.427,3.8,6.0,.629,.633,1.6,2.0,.807,1.3,3.5,4.9,0.8,0.9,0.9,1.4,2.7,13.2,,collijo01
130,Donte DiVincenzo,29,MIN,SG,45,45,31.9,4.4,10.7,.414,3.0,8.1,.375,1.4,2.6,.534,.556,1.2,1.6,.767,1.0,3.6,4.6,4.2,1.3,0.5,1.4,2.5,13.2,,divindo01
131,Noah Clowney,21,BRK,PF,43,36,28.8,4.0,10.3,.388,2.1,6.6,.319,1.9,3.7,.509,.490,3.0,3.8,.802,1.0,3.3,4.3,1.9,0.8,0.8,1.8,2.8,13.1,,clownno01
132,Bobby Portis,30,MIL,PF,44,6,23.7,5.2,10.8,.486,2.0,4.3,.465,3.3,6.5,.500,.578,0.7,0.9,.750,1.2,5.2,6.5,1.5,0.5,0.2,1.0,1.7,13.1,,portibo01
133,Reed Sheppard,21,HOU,SG,43,4,25.0,4.8,10.9,.440,2.5,6.2,.407,2.3,4.7,.485,.556,0.9,1.2,.769,0.3,2.1,2.5,3.1,1.4,0.5,1.2,2.0,13.1,,sheppre01
134,Toumani Camara,25,POR,PF,46,46,33.9,4.6,10.7,.431,2.5,7.1,.354,2.1,3.6,.585,.549,1.3,1.8,.711,1.7,3.3,5.1,2.7,1.0,0.5,2.0,3.2,13.0,,camarto01
135,Miles McBride,25,NYK,SG,34,14,28.0,4.5,10.3,.436,3.0,7.0,.426,1.5,3.4,.456,.580,1.0,1.3,.814,0.6,2.0,2.6,2.7,0.8,0.2,0.8,1.8,13.0,,mcbrimi01
136,Tre Johnson,19,WAS,SG,37,19,25.3,4.7,10.5,.444,2.2,5.6,.393,2.5,5.0,.500,.547,1.4,1.6,.881,0.5,2.3,2.8,2.2,0.6,0.3,1.5,1.8,12.9,,johnstr03
137,Nic Claxton,26,BRK,C,41,39,29.8,5.2,8.9,.584,0.0,0.3,.167,5.1,8.6,.598,.587,2.4,3.7,.647,2.6,4.9,7.5,4.0,0.7,1.4,1.4,2.2,12.8,,claxtni01
138,Dennis Schröder,32,SAC,PG,36,12,26.5,4.3,10.5,.414,1.4,4.1,.345,2.9,6.4,.459,.481,2.7,3.3,.815,0.5,2.6,3.1,5.4,0.8,0.1,1.9,1.7,12.8,,schrode01
139,Kyle Kuzma,30,MIL,PF,42,18,26.2,4.7,9.6,.493,0.9,2.9,.314,3.8,6.7,.569,.540,2.1,2.9,.730,0.9,3.7,4.6,2.2,0.6,0.5,1.5,2.2,12.5,,kuzmaky01
140,Tre Jones,26,CHI,PG,38,20,26.8,4.4,7.9,.550,0.6,1.7,.328,3.8,6.3,.609,.584,3.1,3.6,.848,0.6,2.3,3.0,5.8,1.3,0.2,1.4,1.4,12.4,,jonestr01
141,Derik Queen,21,NOP,C,46,34,26.0,4.8,9.8,.490,0.2,0.9,.190,4.6,8.8,.521,.499,2.6,3.3,.786,1.7,5.7,7.4,4.4,1.1,0.9,2.5,2.8,12.4,,queende01
142,Myles Turner,29,MIL,C,42,42,28.3,4.0,9.5,.426,2.2,5.7,.388,1.8,3.8,.484,.543,2.0,2.7,.761,1.2,4.2,5.4,1.6,0.6,1.6,1.0,2.7,12.4,,turnemy01
143,Brandon Williams,26,DAL,PG,40,11,22.2,4.4,9.7,.456,0.5,2.5,.190,3.9,7.2,.549,.481,3.2,4.0,.788,0.6,2.4,2.9,3.7,1.1,0.2,2.0,1.7,12.4,,willibr03
144,Malik Monk,27,SAC,SG,38,0,22.4,4.4,9.9,.444,2.0,4.7,.422,2.4,5.2,.465,.545,1.4,1.7,.859,0.3,1.7,2.0,2.5,0.7,0.3,1.4,1.6,12.3,,monkma01
145,Wendell Carter Jr.,26,ORL,C,42,42,30.0,4.3,8.5,.504,1.2,3.4,.347,3.1,5.1,.609,.574,2.4,3.1,.773,2.3,5.1,7.5,2.2,0.7,0.8,1.3,3.6,12.2,,cartewe01
146,Brandin Podziemski,22,GSW,SG,46,14,26.8,4.3,9.4,.463,1.8,4.6,.393,2.5,4.8,.529,.559,1.7,2.3,.736,0.7,3.8,4.4,3.4,1.1,0.2,1.4,1.9,12.2,,podzibr01
147,Rui Hachimura,27,LAL,PF,34,27,30.5,4.7,9.5,.500,1.8,4.2,.427,2.9,5.3,.559,.595,0.9,1.1,.769,0.8,2.9,3.6,0.9,0.6,0.3,0.8,1.7,12.1,,hachiru01
148,Jonathan Kuminga,23,GSW,PF,20,13,23.8,4.4,9.7,.454,0.9,2.7,.321,3.6,7.1,.504,.497,2.5,3.3,.742,1.5,4.4,5.9,2.5,0.4,0.3,2.3,1.7,12.1,,kuminjo01
149,Duncan Robinson,31,DET,SF,41,41,28.9,4.0,9.2,.438,2.9,7.3,.403,1.1,1.9,.570,.597,1.1,1.6,.734,0.4,2.4,2.8,1.9,0.7,0.4,0.7,2.2,12.1,,robindu01
150,Cam Spencer,25,MEM,SG,42,11,23.8,3.9,8.1,.484,2.3,5.0,.464,1.6,3.1,.515,.627,1.9,2.0,.919,0.5,2.3,2.7,5.5,0.7,0.1,1.5,1.6,12.0,,spencca01
151,Mark Williams,24,PHO,C,40,36,23.9,4.7,7.2,.652,0.0,0.0,1.000,4.7,7.2,.650,.653,2.6,3.4,.784,3.2,5.0,8.2,1.0,1.1,1.0,1.1,2.3,12.0,,willima07
152,Josh Hart,30,NYK,SF,34,19,30.5,4.5,9.1,.497,1.6,3.9,.398,2.9,5.1,.571,.583,1.4,1.8,.742,1.7,6.1,7.8,5.2,1.2,0.3,2.1,2.6,11.9,,hartjo01
153,Jaylen Wells,22,MEM,SG,43,43,27.0,4.1,10.0,.405,1.7,5.2,.326,2.4,4.8,.490,.490,2.0,2.6,.777,1.0,2.5,3.5,1.7,0.9,0.1,1.2,2.0,11.9,,wellsja01
154,Jalen Green,23,PHO,SG,4,2,13.5,4.0,9.3,.432,2.0,4.8,.421,2.0,4.5,.444,.541,1.8,2.3,.778,0.5,1.3,1.8,2.0,0.5,0.0,1.3,0.8,11.8,,greenja05
155,Julian Champagnie,24,SAS,SF,45,31,28.7,3.8,8.8,.427,2.6,6.8,.379,1.2,2.0,.587,.573,1.6,1.9,.826,1.0,5.2,6.2,1.5,0.9,0.4,1.0,1.6,11.7,,champju02
156,Tari Eason,24,HOU,PF,23,9,23.7,4.5,9.4,.475,2.1,4.5,.466,2.4,5.0,.482,.585,0.7,1.1,.615,2.0,4.1,6.1,1.6,1.3,0.6,1.7,2.0,11.7,,easonta01
157,Cameron Johnson,29,DEN,SF,28,28,30.6,4.0,8.8,.461,1.9,4.5,.429,2.1,4.3,.496,.571,1.7,2.1,.810,0.7,2.9,3.6,2.4,0.6,0.3,1.0,2.3,11.7,,johnsca02
158,Brice Sensabaugh,22,UTA,SF,43,9,21.0,4.1,9.2,.449,1.7,5.0,.330,2.5,4.2,.592,.539,1.9,2.1,.870,0.8,2.2,3.0,1.5,0.7,0.1,1.2,1.7,11.7,,sensabr01
159,Klay Thompson,35,DAL,SF,43,8,22.0,4.1,10.6,.389,2.9,7.7,.380,1.2,2.9,.416,.527,0.5,0.8,.697,0.3,2.2,2.5,1.4,0.5,0.3,0.9,1.0,11.7,,thompkl01
160,Dyson Daniels,22,ATL,SG,45,45,34.2,5.1,10.3,.498,0.2,1.4,.109,5.0,8.9,.560,.505,1.1,1.8,.622,2.2,4.5,6.7,6.2,1.8,0.4,2.1,2.2,11.6,,daniedy01
161,Jock Landale,30,MEM,C,41,21,23.1,4.5,8.6,.525,1.1,2.9,.398,3.4,5.8,.589,.592,1.4,2.1,.671,3.1,3.4,6.5,1.7,0.5,0.5,1.0,2.4,11.6,,landajo01
162,Kel'el Ware,21,MIA,C,43,27,23.8,4.6,8.5,.540,1.2,2.9,.415,3.4,5.7,.602,.609,1.2,1.5,.815,3.2,6.6,9.8,0.6,0.9,1.1,1.0,1.6,11.6,,wareke01
163,Donovan Clingan,21,POR,C,42,42,27.4,4.3,8.1,.535,0.9,2.9,.311,3.4,5.2,.661,.591,1.7,2.5,.670,4.4,6.5,10.9,1.9,0.5,1.2,1.0,2.4,11.3,,clingdo01
164,Kevin Huerter,27,CHI,SF,40,10,23.8,4.3,9.3,.464,1.6,5.1,.319,2.7,4.2,.639,.551,1.0,1.3,.769,0.5,3.2,3.7,2.6,0.8,0.6,1.2,2.0,11.3,,huertke01
165,Caleb Love,24,POR,SG,38,1,22.4,4.2,10.6,.394,2.1,6.4,.333,2.0,4.2,.487,.495,0.8,1.1,.744,0.6,2.2,2.7,2.6,0.6,0.1,1.3,1.2,11.3,,loveca01
166,De'Anthony Melton,27,GSW,PG,20,0,20.9,4.1,9.4,.433,1.4,4.5,.303,2.7,4.9,.551,.505,1.9,2.4,.787,0.6,2.1,2.7,2.0,1.4,0.6,1.5,2.3,11.3,,meltode01
167,Isaiah Hartenstein,27,OKC,C,24,24,26.9,4.8,7.5,.644,0.0,0.2,.000,4.8,7.3,.659,.644,1.5,2.4,.649,3.4,7.0,10.4,3.0,1.1,0.8,2.1,2.9,11.2,,harteis01
168,Sandro Mamukelashvili,26,TOR,C,45,10,22.1,4.3,8.0,.530,1.3,3.5,.380,2.9,4.5,.647,.613,1.3,1.7,.744,1.6,3.6,5.1,2.0,0.7,0.6,0.8,1.8,11.2,,mamuksa01
169,Jusuf Nurkić,31,UTA,C,36,31,26.5,4.6,9.0,.508,0.6,1.7,.355,3.9,7.3,.544,.542,1.5,2.7,.551,2.6,7.6,10.2,5.0,1.3,0.5,2.4,3.3,11.2,,nurkiju01
170,Zaccharie Risacher,20,ATL,SF,36,36,24.6,4.3,9.4,.462,1.6,4.4,.358,2.8,5.0,.553,.546,0.9,1.5,.642,0.9,2.4,3.3,1.4,0.9,0.5,0.9,2.2,11.2,,risacza01
171,Rudy Gobert,33,MIN,C,43,43,31.7,4.5,6.3,.716,0.0,0.0,.000,4.5,6.3,.719,.716,1.9,3.8,.506,3.9,7.5,11.3,1.8,0.7,1.7,1.3,2.8,11.0,,goberru01
172,Ace Bailey,19,UTA,SF,39,28,24.6,4.4,9.8,.450,1.4,4.2,.340,3.0,5.6,.532,.522,0.7,0.9,.722,1.5,1.9,3.5,1.6,0.7,0.4,1.3,2.5,10.9,,baileac01
173,Ausar Thompson,23,DET,SF,39,38,25.9,4.4,8.7,.510,0.1,0.5,.263,4.3,8.2,.525,.518,1.9,3.3,.574,2.2,3.8,6.0,2.6,1.7,0.8,1.5,2.9,10.9,,thompau01
174,Harrison Barnes,33,SAS,PF,45,45,28.2,3.7,8.5,.432,1.8,5.2,.358,1.8,3.4,.546,.540,1.5,1.7,.870,0.8,2.2,3.0,2.1,0.7,0.2,1.0,1.3,10.7,,barneha02
175,Moses Moody,23,GSW,SG,44,33,24.4,3.6,8.4,.430,2.2,5.6,.394,1.4,2.8,.500,.561,1.3,1.6,.797,0.8,2.2,3.0,1.5,0.9,0.6,0.9,2.0,10.7,,moodymo01
176,A.J. Green,26,MIL,SG,40,40,29.5,3.4,7.7,.445,3.1,7.0,.437,0.4,0.7,.517,.643,0.6,0.8,.800,0.2,2.4,2.6,2.0,0.6,0.1,0.9,2.5,10.5,,greenaj01
177,Moritz Wagner,28,ORL,C,4,0,13.0,3.5,7.0,.500,1.0,3.0,.333,2.5,4.0,.625,.571,2.5,2.5,1.000,0.3,3.0,3.3,0.8,0.8,0.0,1.0,2.0,10.5,,wagnemo01
178,Dylan Harper,19,SAS,SG,35,0,21.3,4.1,9.4,.436,0.6,2.6,.242,3.5,6.8,.510,.470,1.5,2.0,.746,0.7,2.5,3.2,3.5,0.9,0.3,1.4,1.9,10.4,,harpedy01
179,Derrick Jones Jr.,28,LAC,SF,17,13,24.2,3.8,6.9,.556,1.3,3.2,.400,2.5,3.6,.694,.650,1.4,1.8,.774,0.9,1.8,2.6,1.2,0.8,1.1,0.8,2.1,10.4,,jonesde02
180,Aaron Wiggins,27,OKC,SG,31,11,23.2,3.9,8.7,.454,1.8,4.7,.390,2.1,4.0,.528,.559,0.7,0.9,.724,0.6,2.8,3.4,1.7,0.8,0.6,1.1,1.5,10.4,,wiggiaa01
181,Royce O'Neale,32,PHO,SF,45,40,29.3,3.6,8.4,.431,2.9,6.9,.417,0.7,1.5,.493,.602,0.3,0.4,.632,0.7,4.3,5.0,2.9,1.2,0.3,1.6,2.2,10.3,,onealro01
182,Egor Dёmin,19,BRK,PG,38,30,24.5,3.5,8.6,.404,2.4,6.1,.400,1.1,2.6,.412,.544,0.8,1.0,.838,0.5,2.5,3.0,3.4,0.9,0.3,1.7,1.8,10.2,,demineg01
183,Neemias Queta,26,BOS,C,43,42,24.9,4.3,6.6,.650,0.0,0.1,.000,4.3,6.5,.662,.650,1.6,2.4,.663,3.0,5.1,8.0,1.3,0.9,1.3,0.9,2.8,10.2,,quetane01
184,D'Angelo Russell,29,DAL,PG,26,3,19.0,3.6,8.9,.405,1.3,4.3,.295,2.3,4.6,.508,.476,1.7,2.3,.717,0.3,2.0,2.3,4.0,0.5,0.1,1.9,1.2,10.2,,russeda01
185,Isaiah Stewart,24,DET,C,39,11,23.5,3.9,7.3,.535,0.8,2.4,.347,3.1,4.9,.628,.593,1.5,2.0,.747,1.8,3.8,5.6,1.2,0.3,1.9,1.3,3.0,10.2,,stewais01
186,Bilal Coulibaly,21,WAS,SG,25,25,26.6,3.3,8.4,.392,1.0,3.5,.273,2.3,4.8,.479,.450,2.6,3.4,.765,0.9,3.8,4.7,2.5,1.4,0.9,1.6,2.9,10.1,,coulibi01
187,Marcus Smart,31,LAL,SG,35,28,28.6,3.3,8.1,.406,1.7,5.1,.328,1.6,3.0,.538,.509,1.9,2.1,.867,0.7,2.4,3.1,2.9,1.3,0.4,1.8,2.8,10.1,,smartma01
188,Marvin Bagley III,26,WAS,PF,36,7,19.3,4.0,6.4,.619,0.2,0.5,.389,3.8,5.9,.638,.634,1.8,2.6,.710,2.6,3.1,5.7,1.5,0.5,0.7,1.2,2.1,10.0,,baglema01
189,Bub Carrington,20,WAS,PG,44,17,28.6,3.4,8.5,.400,2.1,5.2,.405,1.3,3.4,.392,.523,1.0,1.3,.754,0.5,3.4,3.8,4.7,0.6,0.3,2.3,2.4,9.9,,carrica01
190,Khris Middleton,34,WAS,SF,30,30,24.5,3.6,8.6,.422,0.9,2.9,.314,2.7,5.7,.477,.475,1.6,2.0,.831,1.0,3.0,4.0,3.2,0.8,0.3,1.6,2.7,9.8,,middlkh01
191,Jalen Smith,25,CHI,C,38,8,19.6,3.6,7.6,.470,1.5,4.1,.359,2.1,3.4,.603,.568,1.2,1.6,.738,1.9,5.0,6.9,1.3,0.4,0.9,0.9,2.0,9.8,,smithja04
192,Zach Collins,28,CHI,C,10,0,18.4,3.7,6.4,.578,0.9,2.1,.429,2.8,4.3,.651,.648,1.4,2.0,.700,1.6,4.0,5.6,1.5,0.2,0.4,1.0,1.8,9.7,,colliza01
193,Pelle Larsson,24,MIA,SG,38,25,23.2,3.5,7.2,.480,0.9,2.9,.321,2.5,4.3,.589,.545,1.8,2.4,.747,0.8,2.1,2.8,3.3,0.5,0.2,0.9,1.9,9.7,,larsspe01
194,Jakob Poeltl,30,TOR,C,21,21,25.3,4.2,6.0,.693,0.0,0.0,,4.2,6.0,.693,.693,1.3,2.2,.596,2.7,5.0,7.7,2.1,0.8,0.5,1.6,3.1,9.7,,poeltja01
195,Maxime Raynaud,22,SAC,C,38,24,23.0,4.2,7.7,.541,0.2,0.8,.300,3.9,6.9,.569,.557,1.2,1.7,.714,1.8,4.7,6.4,1.1,0.4,0.5,0.9,2.5,9.7,,raynama01
196,T.J. McConnell,33,IND,PG,33,0,17.2,4.5,8.4,.529,0.3,1.1,.314,4.1,7.4,.560,.549,0.4,0.4,.923,0.5,1.8,2.2,4.9,1.2,0.2,1.2,1.2,9.6,,mccontj01
197,Jarace Walker,22,IND,PF,46,14,23.4,3.2,8.4,.381,1.6,4.4,.363,1.6,4.1,.401,.476,1.6,2.1,.768,0.4,3.8,4.2,1.9,0.7,0.3,1.5,1.7,9.6,,walkeja02
198,Christian Braun,24,DEN,SG,14,14,28.9,3.6,7.9,.459,0.5,2.4,.212,3.1,5.6,.564,.491,1.7,2.3,.750,1.4,2.8,4.2,2.5,0.6,0.4,1.2,2.1,9.5,,braunch01
199,Jordan Clarkson,33,NYK,SG,44,0,19.5,3.5,8.3,.425,1.3,4.0,.330,2.2,4.3,.513,.504,1.1,1.4,.778,0.8,1.0,1.8,1.3,0.5,0.1,1.1,1.9,9.5,,clarkjo01
200,Isaiah Joe,26,OKC,SG,37,1,19.9,2.9,6.7,.437,2.2,5.4,.398,0.8,1.2,.609,.599,1.5,1.7,.859,0.5,2.1,2.5,1.3,0.5,0.2,0.6,1.7,9.5,,joeis01
201,Jake LaRavia,24,LAL,PF,44,23,27.3,3.4,7.4,.463,1.2,3.5,.344,2.2,3.9,.571,.545,1.5,2.0,.753,1.5,2.7,4.3,2.0,1.3,0.5,1.1,2.2,9.5,,laravja01
202,Ziaire Williams,24,BRK,SF,32,4,22.8,3.0,7.4,.407,1.6,5.2,.305,1.4,2.2,.652,.515,1.9,2.2,.871,0.6,2.0,2.5,0.6,1.1,0.5,1.0,2.0,9.5,,willizi02
203,Kyle Filipowski,22,UTA,C,45,15,22.2,3.5,7.5,.466,0.8,2.6,.316,2.7,4.9,.545,.521,1.5,2.1,.708,1.6,4.5,6.1,2.0,0.7,0.4,1.2,2.8,9.3,,filipky01
204,Vit Krejci,25,ATL,PG,43,7,23.0,3.2,6.9,.461,2.3,5.4,.425,0.9,1.5,.594,.628,0.6,0.8,.750,0.4,1.7,2.1,1.6,0.8,0.3,0.7,2.4,9.3,,krejcvi01
205,Landry Shamet,28,NYK,SG,20,6,20.4,2.9,6.2,.460,2.0,4.6,.435,0.9,1.6,.531,.621,1.6,2.1,.762,0.4,1.5,1.9,1.2,0.5,0.3,0.5,1.2,9.3,,shamela01
206,Tristan Da Silva,24,ORL,SF,39,14,22.9,3.4,7.9,.435,1.5,4.0,.374,1.9,3.9,.497,.529,0.8,1.0,.842,0.8,2.7,3.5,1.1,0.8,0.2,0.9,1.3,9.2,,dasiltr01
207,Cam Whitmore,21,WAS,SF,21,0,16.9,3.7,8.0,.456,0.8,2.7,.286,2.9,5.4,.540,.503,1.1,1.5,.742,0.9,1.9,2.8,0.7,0.7,0.4,0.9,1.2,9.2,,whitmca01
208,Isaiah Collier,21,UTA,PG,38,5,23.3,3.4,6.6,.512,0.5,1.4,.340,2.9,5.2,.558,.548,1.8,2.8,.654,0.4,2.0,2.4,6.6,0.7,0.3,2.3,2.3,9.1,,colliis01
209,Sam Hauser,28,BOS,PF,44,16,23.5,3.1,7.5,.421,2.7,6.6,.405,0.5,0.9,.538,.599,0.2,0.2,.900,0.7,3.0,3.7,1.4,0.6,0.3,0.6,1.3,9.1,,hausesa01
210,Herbert Jones,27,NOP,SF,24,24,28.2,3.3,8.6,.388,1.3,4.1,.323,2.0,4.5,.449,.466,1.1,1.3,.813,1.0,2.5,3.5,2.4,1.7,0.4,1.3,3.3,9.1,,joneshe01
211,Davion Mitchell,27,MIA,PG,40,40,29.2,3.6,7.6,.470,1.2,2.9,.400,2.4,4.7,.513,.546,0.7,1.1,.651,0.4,2.2,2.6,7.2,1.2,0.1,1.7,2.7,9.0,,mitchda01
212,Corey Kispert,26,2TM,SF,26,5,19.0,3.0,6.4,.467,1.5,4.1,.377,1.5,2.3,.623,.587,1.4,1.8,.783,0.4,1.9,2.3,1.6,0.5,0.1,0.8,1.0,8.9,,kispeco01
212,Corey Kispert,26,WAS,SF,19,2,19.5,3.1,6.3,.496,1.6,4.0,.395,1.5,2.3,.674,.622,1.4,1.8,.765,0.3,2.0,2.3,1.7,0.4,0.2,0.7,1.1,9.2,,kispeco01
212,Corey Kispert,26,ATL,SF,7,3,17.7,2.7,6.9,.396,1.4,4.3,.333,1.3,2.6,.500,.500,1.4,1.7,.833,0.6,1.7,2.3,1.3,0.7,0.0,1.0,0.9,8.3,,kispeco01
213,Svi Mykhailiuk,28,UTA,SF,39,39,24.2,3.3,6.9,.476,1.7,4.5,.386,1.6,2.4,.642,.601,0.5,0.6,.913,0.7,1.8,2.6,1.9,0.5,0.1,0.8,1.3,8.9,,mykhasv01
214,Jordan Goodwin,27,PHO,PG,42,2,21.5,3.4,8.3,.405,1.5,4.3,.344,1.9,4.0,.470,.494,0.6,0.8,.735,1.9,2.8,4.6,2.3,1.4,0.2,1.1,1.7,8.8,,goodwjo01
215,Simone Fontecchio,30,MIA,SF,43,1,16.9,2.8,7.0,.405,1.8,4.9,.376,1.0,2.1,.472,.537,1.2,1.5,.810,0.7,2.3,3.1,1.4,0.5,0.1,0.8,1.5,8.7,,fontesi01
216,Draymond Green,35,GSW,PF,38,38,26.7,3.2,7.4,.426,1.4,4.4,.331,1.7,3.1,.560,.523,0.9,1.3,.694,0.8,5.0,5.8,5.2,0.9,0.7,2.8,3.2,8.7,,greendr01
217,Ryan Kalkbrenner,24,CHO,C,34,26,24.2,3.7,4.8,.778,0.0,0.1,.000,3.7,4.7,.788,.778,1.3,1.8,.694,2.4,3.8,6.2,0.6,0.6,1.5,1.0,1.7,8.7,,kalkbry01
218,Jonas Valančiūnas,33,DEN,C,34,2,13.5,3.6,6.1,.585,0.1,0.4,.231,3.5,5.7,.608,.592,1.5,1.9,.785,1.4,3.4,4.8,1.3,0.2,0.6,1.1,2.1,8.7,,valanjo01
219,Isaac Okoro,25,CHI,SG,37,37,25.1,3.2,6.7,.474,1.1,3.2,.333,2.1,3.6,.598,.552,1.1,1.5,.764,1.1,1.6,2.8,1.4,0.6,0.5,0.6,2.6,8.6,,okorois01
220,Nikola Jović,22,MIA,PF,35,1,19.0,2.8,7.3,.377,1.1,3.9,.294,1.6,3.5,.471,.455,1.8,2.5,.708,0.6,3.1,3.7,2.7,0.7,0.4,1.7,1.6,8.5,,jovicni01
221,Luguentz Dort,26,OKC,SF,36,36,27.2,3.0,7.6,.393,1.9,5.5,.338,1.1,2.1,.541,.517,0.6,0.7,.880,0.8,2.9,3.7,1.1,0.9,0.6,0.7,3.0,8.4,,dortlu01
222,Jay Huff,27,IND,C,46,26,19.5,3.1,6.6,.469,1.3,4.3,.316,1.8,2.4,.743,.570,0.9,1.0,.833,1.0,2.7,3.7,1.3,0.5,2.0,0.8,2.4,8.4,,huffja01
223,Jaden Ivey,23,DET,SG,28,2,17.0,3.1,6.7,.460,1.2,3.3,.366,1.9,3.4,.553,.551,1.0,1.3,.778,0.5,1.6,2.1,1.7,0.5,0.4,1.0,1.4,8.4,,iveyja01
224,Jordan Miller,26,LAC,SF,23,0,18.3,2.8,5.5,.516,0.8,2.1,.396,2.0,3.4,.590,.591,1.9,2.3,.830,0.8,2.1,3.0,1.6,0.7,0.2,1.0,1.0,8.4,,millejo02
225,Ron Holland,20,DET,SF,41,5,20.9,3.0,7.3,.418,0.6,2.6,.243,2.4,4.7,.516,.462,1.6,2.1,.776,1.1,3.3,4.4,1.4,1.4,0.4,1.4,2.2,8.3,,hollaro01
226,Gary Trent Jr.,27,MIL,SG,40,17,24.2,2.8,7.5,.378,1.9,5.4,.356,0.9,2.1,.434,.507,0.7,0.8,.818,0.1,1.1,1.2,1.6,0.7,0.1,0.6,1.4,8.3,,trentga02
227,Bradley Beal,32,LAC,SG,6,6,20.2,3.0,8.0,.375,1.2,3.2,.368,1.8,4.8,.379,.448,1.0,1.3,.750,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,,bealbr01
228,Kentavious Caldwell-Pope,32,MEM,SG,42,13,21.0,2.8,7.0,.401,1.2,3.5,.336,1.6,3.5,.469,.486,1.4,1.5,.935,0.4,2.1,2.5,2.9,0.8,0.2,1.2,1.0,8.2,,caldwke01
229,Luke Kornet,30,SAS,C,36,22,24.3,3.2,4.8,.667,0.0,0.0,,3.2,4.8,.667,.667,1.8,2.2,.821,3.0,3.8,6.8,2.0,0.4,1.3,0.5,2.1,8.2,,kornelu01
230,Moussa Diabaté,24,CHO,C,42,16,24.5,3.0,4.8,.626,0.0,0.0,,3.0,4.8,.626,.626,2.0,3.0,.664,3.6,4.7,8.3,1.4,0.7,1.0,0.9,2.6,8.1,,diabamo01
231,Dominick Barlow,22,PHI,PF,34,29,23.9,3.2,5.8,.551,0.4,1.5,.269,2.8,4.2,.653,.587,1.3,1.6,.768,2.1,2.9,5.0,1.3,0.9,0.7,0.9,2.1,8.0,,barlodo01
232,Bogdan Bogdanović,33,LAC,SG,16,3,22.5,2.8,7.3,.376,1.5,4.5,.333,1.3,2.8,.444,.479,1.0,1.2,.842,0.3,2.6,2.9,2.7,0.5,0.1,1.2,2.5,8.0,,bogdabo01
